id,po,so,name,item,itemdesc,qty,lineup,converting,fg,delivery,shipqty,date,deliverydate,comment,c,p,o,f,shipstatus,prodqty,pendingqty,orderstatus,creasingtime,printingtime,dcrtime,finishrtime,lineuptime,converttime,fgtime,lastedited,deliverytime
282,AP-41225-4,464,"AP CARTON BOX, INC.",415x706 175lbs C-Flute (415x706 175lbs),415x706 175lbs,1,f,f,f,f,,2022-05-18,,,f,f,f,f,,,,Planner,,,,,,,,,
283,7745,186,Thousand Oaks Packaging Corporation-PPC,415x993 350lbs BC-Flute (415x993 350lbs),415x993 350lbs,600,f,f,f,f,,2022-04-07,,,f,f,f,f,,,,Planner,,,,,,,,,
284,BM-0029-052022,571,BM PACKAGING AND BOXES TRADING,41x20.50 NT C Flute (41x20.50 (115-115-115)),41x20.50 (115-115-115),700,f,f,f,f,,2022-05-31,,,f,f,f,f,,,,Planner,,,,,,,,,
285,"",69,Jinhong Packaging-PPC,41x51.25 125lbs C-Flute (254x527x254),254x527x254,2040,f,f,f,f,,2022-03-01,,,f,f,f,f,,,,Planner,,,,,,,,,
286,"",310,Jinhong Packaging-PPC,41x51.25 125lbs C-Flute (254x527x254),254x527x254,2040,f,f,f,f,,2022-04-25,,,f,f,f,f,,,,Planner,,,,,,,,,
287,"",224,Jinhong Packaging-PPC,41x54.75 300lbs BC-Flute (276x483x276),276x483x276,1040,f,f,f,f,,2022-04-12,,,f,f,f,f,,,,Planner,,,,,,,,,
288,BMPC-22-190,690,Boxmates Packaging Corporation,41x75.50 300lbs CB Flute (1041),1041,700,f,f,f,f,,2022-06-25,,,f,f,f,f,,,,Planner,,,,,,,,,
289,"",457,Jinhong Packaging-PPC,41x88 175lbs C-Flute (229x572x229),229x572x229,100,f,f,f,f,,2022-05-17,,,f,f,f,f,,,,Planner,,,,,,,,,
290,BMPC-22-138,447,Boxmates Packaging Corporation,41x92 300lbs CB Flute (1041),1041,500,f,f,f,f,,2022-05-16,,,f,f,f,f,,,,Planner,,,,,,,,,
291,7526,24,Thousand Oaks Packaging Corporation-PPC,42x41.10 350lbs. BC-Flute (1044x1044 350lbs. BC-Flute),1044x1044 350lbs. BC-Flute,500,f,f,f,f,,2022-02-03,,,f,f,f,f,,,,Planner,,,,,,,,,
292,"",161,WYNNSTAR PACKAGING CORP.,42x46.50 200lbs B-Flute (42x46.50 200lbs),42x46.50 200lbs,5000,f,f,f,f,,2022-04-02,,,f,f,f,f,,,,Planner,,,,,,,,,
293,7202,554,SUH PACK (PHILS) INC.,42x49 175lbs C Flute (1067 (140-115-140)),1067 (140-115-140),1000,f,f,f,f,,2022-05-27,,,f,f,f,f,,,,Planner,,,,,,,,,
294,7119 rev1,226,SUH PACK (PHILS) INC.,42x57.50 125lbs C-Flute (1067),1067,1030,f,f,f,f,,2022-04-13,,,f,f,f,f,,,,Planner,,,,,,,,,
295,"",97,Jinhong Packaging-PPC,42x64.75 200lbs C-Flute (105x851x105),105x851x105,2000,f,f,f,f,,2022-03-12,,,f,f,f,f,,,,Planner,,,,,,,,,
296,"",147,Jinhong Packaging-PPC,42x77 NT C-Flute (1067),1067,1100,f,f,f,f,,2022-03-31,,,f,f,f,f,,,,Planner,,,,,,,,,
297,"",266,Jinhong Packaging-PPC,42x77 NT C-Flute (1067),1067,1000,f,f,f,f,,2022-04-20,,,f,f,f,f,,,,Planner,,,,,,,,,
298,verbal,17,Jinhong Packaging-PPC,42x79.25 125lbs. C-Flute (210x635x210),210x635x210,5000,f,f,f,f,,2022-01-30,,,f,f,f,f,,,,Planner,,,,,,,,,
299,"",113,Jinhong Packaging-PPC,42x89.25 175lbs C-Flute (248x559x248),248x559x248,200,f,f,f,f,,2022-03-17,,,f,f,f,f,,,,Planner,,,,,,,,,
300,"",62,Jinhong Packaging-PPC,42x91.75 125lbs C-Flute (237x581x237),237x581x237,1000,f,f,f,f,,2022-02-21,,,f,f,f,f,,,,Planner,,,,,,,,,
301,AP-41070-4,395,"AP CARTON BOX, INC.",430x601 175lbs C Flute (430(140-115-140)),430(140-115-140),2400,f,f,f,f,,2022-05-12,,,f,f,f,f,,,,Planner,,,,,,,,,
302,AP-41947-4,731,"AP CARTON BOX, INC.",430x601 175lbs C Flute (430(140-115-140)),430(140-115-140),3820,f,f,f,f,,2022-07-07,,,f,f,f,f,,,,Planner,,,,,,,,,
303,"",156,"AP CARTON BOX, INC.",430x682 175lbs C-Flute (430x682 175lbs),430x682 175lbs,5600,f,f,f,f,,2022-04-01,,,f,f,f,f,,,,Planner,,,,,,,,,
304,AP-40667-4,298,"AP CARTON BOX, INC.",430x682 175lbs C-Flute (430x682 175lbs),430x682 175lbs,3000,f,f,f,f,,2022-04-25,,,f,f,f,f,,,,Planner,,,,,,,,,
305,AP-41948-4,732,"AP CARTON BOX, INC.",430x682 175lbs C-Flute (430x682 175lbs),430x682 175lbs,3040,f,f,f,f,,2022-07-07,,,f,f,f,f,,,,Planner,,,,,,,,,
306,"",28,Jinhong Packaging-PPC,43x55.375 NT C-Flute (318x445x318),318x445x318,550,f,f,f,f,,2022-02-07,,,f,f,f,f,,,,Planner,,,,,,,,,
307,BMPC-22-122,331,Boxmates Packaging Corporation,43x60 NT C-Flute (1092),1092,700,f,f,f,f,,2022-04-30,,,f,f,f,f,,,,Planner,,,,,,,,,
308,"",50,Boxmates Packaging Corporation,43x80 300lbs BC-Flute (1092),1092,1000,f,f,f,f,,2022-02-15,,,f,f,f,f,,,,Planner,,,,,,,,,
309,1,3,Philpack Comm'l Ent. Inc.,43x92 125lbs. C-Flute,"",1451,f,f,f,f,,2022-01-12,,,f,f,f,f,,,,Planner,,,,,,,,,
310,BMPC-22-176,627,Boxmates Packaging Corporation,43x92 300lbs CB Flute (1092),1092,1000,f,f,f,f,,2022-06-09,,,f,f,f,f,,,,Planner,,,,,,,,,
311,AP-40678-4,194,"AP CARTON BOX, INC.",440x1610 175lbs B Flute,"",1500,f,f,f,f,,2022-04-08,,,f,f,f,f,,,,Planner,,,,,,,,,
312,AP-41231-4,466,"AP CARTON BOX, INC.",440x1610 175lbs B Flute,"",1500,f,f,f,f,,2022-05-18,,,f,f,f,f,,,,Planner,,,,,,,,,
313,AP-41000-3,339,"AP CARTON BOX, INC.",440x710 350lbs CB Flute (440(140-125-125-125-140)),440(140-125-125-125-140),2500,f,f,f,f,,2022-05-02,,,f,f,f,f,,,,Planner,,,,,,,,,
314,WS-22-153,220,WYNNSTAR PACKAGING CORP.,44x40 200lbs B-Flute (44x40 200lbs),44x40 200lbs,1090,f,f,f,f,,2022-04-12,,,f,f,f,f,,,,Planner,,,,,,,,,
315,BMPC-22-188,678,Boxmates Packaging Corporation,44x52 175lbs C Flute (1118),1118,700,f,f,f,f,,2022-06-22,,,f,f,f,f,,,,Planner,,,,,,,,,
316,BMPC-22-020,10,Philpack Comm'l Ent. Inc.,44x52 175lbs. C-Flute (1118),1118,500,f,f,f,f,,2022-01-24,,,f,f,f,f,,,,Planner,,,,,,,,,
317,"",604,Jinhong Packaging-PPC,44x58.625 175lbs C-Flute (1118),1118,220,f,f,f,f,,2022-06-03,,,f,f,f,f,,,,Planner,,,,,,,,,
318,WS-22-207,500,WYNNSTAR PACKAGING CORP.,44x59.50 300lbs CB Flute (1118),1118,730,f,f,f,f,,2022-05-21,,,f,f,f,f,,,,Planner,,,,,,,,,
319,BMPC-22-126,349,Boxmates Packaging Corporation,44x60 125lbs B Flute (1118(140-125-115)),1118(140-125-115),600,f,f,f,f,,2022-05-04,,,f,f,f,f,,,,Planner,,,,,,,,,
320,"",57,Boxmates Packaging Corporation,44x61 350lbs BC-Flute (1118),1118,500,f,f,f,f,,2022-02-18,,,f,f,f,f,,,,Planner,,,,,,,,,
321,verbal,11,Jinhong Packaging-PPC,44x76.75 125lbs. C-Flute (1118),1118,375,f,f,f,f,,2022-01-27,,,f,f,f,f,,,,Planner,,,,,,,,,
322,"",55,Jinhong Packaging-PPC,44x77.25 300lbs BC-Flute (244x616x244),244x616x244,1500,f,f,f,f,,2022-02-17,,,f,f,f,f,,,,Planner,,,,,,,,,
323,"",389,Jinhong Packaging-PPC,44x77.25 300lbs BC-Flute (244x616x244),244x616x244,2000,f,f,f,f,,2022-05-11,,,f,f,f,f,,,,Planner,,,,,,,,,
324,2038,6,Philpack Comm'l Ent. Inc.,44x79.50 350lbs. BC-Flute (1118),1118,1000,f,f,f,f,,2022-01-17,,,f,f,f,f,,,,Planner,,,,,,,,,
325,verbal,11,Jinhong Packaging-PPC,44x82.75 125lbs. C-Flute (1118),1118,250,f,f,f,f,,2022-01-27,,,f,f,f,f,,,,Planner,,,,,,,,,
326,"",7,Jinhong Packaging-PPC,44x83.50 125lbs. C-Flute (195x714x195),195x714x195,3800,f,f,f,f,,2022-01-19,,,f,f,f,f,,,,Planner,,,,,,,,,
327,WS-22-186,400,WYNNSTAR PACKAGING CORP.,45x40 200lbs B Flute (1143),1143,9605,f,f,f,f,,2022-05-12,,,f,f,f,f,,,,Planner,,,,,,,,,
328,BMPC-22-176,627,Boxmates Packaging Corporation,45x63.25 300lbs CB Flute (1143),1143,1000,f,f,f,f,,2022-06-09,,,f,f,f,f,,,,Planner,,,,,,,,,
329,"",36,Boxmates Packaging Corporation,45x66.50 350lbs. BC-Flute (1143),1143,500,f,f,f,f,,2022-02-09,,,f,f,f,f,,,,Planner,,,,,,,,,
330,JO#36,60,Boxmates Packaging Corporation,45x66.50 350lbs. BC-Flute (1143),1143,414,f,f,f,f,,2022-02-19,,,f,f,f,f,,,,Planner,,,,,,,,,
331,"",36,Boxmates Packaging Corporation,45x71 350lbs BC-Flute (1143),1143,500,f,f,f,f,,2022-02-09,,,f,f,f,f,,,,Planner,,,,,,,,,
332,"",45,Boxmates Packaging Corporation,45x71 350lbs BC-Flute (1143),1143,426,f,f,f,f,,2022-02-12,,,f,f,f,f,,,,Planner,,,,,,,,,
333,7215,629,SUH PACK (PHILS) INC.,45x76 250lbs BC Flute (1143),1143,3000,f,f,f,f,,2022-06-10,,,f,f,f,f,,,,Planner,,,,,,,,,
334,WS-22-211,512,WYNNSTAR PACKAGING CORP.,45x77.75 250lbs CB Flute (1143),1143,750,f,f,f,f,,2022-05-24,,,f,f,f,f,,,,Planner,,,,,,,,,
335,verbal,11,Jinhong Packaging-PPC,45x78.75 NT. C-Flute (1143),1143,1000,f,f,f,f,,2022-01-27,,,f,f,f,f,,,,Planner,,,,,,,,,
336,"",401,Jinhong Packaging-PPC,45x80.50 125lbs C-Flute (210x711x210),210x711x210,520,f,f,f,f,,2022-05-12,,,f,f,f,f,,,,Planner,,,,,,,,,
337,7744,185,Thousand Oaks Packaging Corporation-PPC,462x1466 175lbs C-Flute (462x1466 175lbs),462x1466 175lbs,500,f,f,f,f,,2022-04-07,,,f,f,f,f,,,,Planner,,,,,,,,,
338,AP-41152-4,441,"AP CARTON BOX, INC.",465x770 CF NT (465(115(3))),465(115(3)),1400,f,f,f,f,,2022-05-16,,,f,f,f,f,,,,Planner,,,,,,,,,
339,22-00459,649,Exelpack Corporation,467x1097 350lbs BC Flute (467(150-115(3)-150)),467(150-115(3)-150),1400,f,f,f,f,,2022-06-16,,,f,f,f,f,,,,Planner,,,,,,,,,
340,"",246,Jinhong Packaging-PPC,46x30.50 175lbs C Flute (1168),1168,180,f,f,f,f,,2022-04-19,,,f,f,f,f,,,,Planner,,,,,,,,,
341,3030,662,Qube International Packaging Corp-PPC,46x30.50 175lbs C Flute (1168),1168,3750,f,f,f,f,,2022-06-20,,,f,f,f,f,,,,Planner,,,,,,,,,
342,BMPC-22-033,26,Boxmates Packaging Corporation,46x48 300lbs. BC-Flute (1168),1168,410,f,f,f,f,,2022-02-04,,,f,f,f,f,,,,Planner,,,,,,,,,
343,2038,6,Philpack Comm'l Ent. Inc.,46x60.875 350lbs. BC-Flute (Corrugated Boards),Corrugated Boards,1000,f,f,f,f,,2022-01-17,,,f,f,f,f,,,,Planner,,,,,,,,,
344,BMPC-22-126,349,Boxmates Packaging Corporation,46x63.25 300lbs CB Flute (1168(140-125-115-125(2))),1168(140-125-115-125(2)),800,f,f,f,f,,2022-05-04,,,f,f,f,f,,,,Planner,,,,,,,,,
345,BMPC-22-020,10,Philpack Comm'l Ent. Inc.,46x63.25 300lbs. BC-Flute (1168),1168,500,f,f,f,f,,2022-01-24,,,f,f,f,f,,,,Planner,,,,,,,,,
346,"",56,Boxmates Packaging Corporation,46x65.50 175lbs C-Flute (1168),1168,600,f,f,f,f,,2022-02-18,,,f,f,f,f,,,,Planner,,,,,,,,,
347,BMPC-22-152,518,Boxmates Packaging Corporation,46x66 350lbs CB Flute (1168),1168,1000,f,f,f,f,,2022-05-24,,,f,f,f,f,,,,Planner,,,,,,,,,
348,BMPC-22-176,627,Boxmates Packaging Corporation,46x66.50 350lbs CB Flute (1168),1168,1000,f,f,f,f,,2022-06-09,,,f,f,f,f,,,,Planner,,,,,,,,,
349,"",50,Boxmates Packaging Corporation,46x70 175lbs B-Flute (1168),1168,600,f,f,f,f,,2022-02-15,,,f,f,f,f,,,,Planner,,,,,,,,,
350,"",81,Boxmates Packaging Corporation,46x70 NT C-Flute (1168),1168,600,f,f,f,f,,2022-03-04,,,f,f,f,f,,,,Planner,,,,,,,,,
351,7212,611,SUH PACK (PHILS) INC.,46x74 350lbs BC Flute (1168),1168,500,f,f,f,f,,2022-06-04,,,f,f,f,f,,,,Planner,,,,,,,,,
352,"",642,Jinhong Packaging-PPC,46x74.75 300lbs BC-Flute (143x870x143),143x870x143,3020,f,f,f,f,,2022-06-15,,,f,f,f,f,,,,Planner,,,,,,,,,
353,BMPC-22-152,518,Boxmates Packaging Corporation,46x87 350lbs CB Flute (1168),1168,1000,f,f,f,f,,2022-05-24,,,f,f,f,f,,,,Planner,,,,,,,,,
354,7147,449,SUH PACK (PHILS) INC.,47x33 175lbs C Flute (1194),1194,1000,f,f,f,f,,2022-05-17,,,f,f,f,f,,,,Planner,,,,,,,,,
355,BMPC-22-117,329,Boxmates Packaging Corporation,47x53 300lbs CB Flute (1194 (140-125-115-125-125)),1194 (140-125-115-125-125),600,f,f,f,f,,2022-04-30,,,f,f,f,f,,,,Planner,,,,,,,,,
356,2022-0001/06,619,CORBOX PACKAGING SUPPLIES,47x61.50 300lbs BC-Flute (1194),1194,550,f,f,f,f,,2022-06-08,,,f,f,f,f,,,,Planner,,,,,,,,,
357,"",64,Jinhong Packaging-PPC,47x72.50 NT C-Flute (162x857x162),162x857x162,246,f,f,f,f,,2022-02-22,,,f,f,f,f,,,,Planner,,,,,,,,,
358,BMPC-22-086,144,Boxmates Packaging Corporation,47x77.50 350lbs BC-Flute (1194),1194,800,f,f,f,f,,2022-03-31,,,f,f,f,f,,,,Planner,,,,,,,,,
359,BMPC-22-086,222,Boxmates Packaging Corporation,47x77.50 350lbs BC-Flute (1194),1194,800,f,f,f,f,,2022-04-12,,,f,f,f,f,,,,Planner,,,,,,,,,
360,7630,85,Thousand Oaks Packaging Corporation-PPC,481x636 175lbs C-Flute (481x636 175lbs CF),481x636 175lbs CF,500,f,f,f,f,,2022-03-08,,,f,f,f,f,,,,Planner,,,,,,,,,
361,7123,218,SUH PACK (PHILS) INC.,48x33 175lbs C-Flute (48x33 175lbs),48x33 175lbs,500,f,f,f,f,,2022-04-12,,,f,f,f,f,,,,Planner,,,,,,,,,
362,"",604,Jinhong Packaging-PPC,48x46 125lbs C-Flute (1219),1219,100,f,f,f,f,,2022-06-03,,,f,f,f,f,,,,Planner,,,,,,,,,
363,"",661,Jinhong Packaging-PPC,48x46 125lbs C-Flute (1219),1219,150,f,f,f,f,,2022-06-20,,,f,f,f,f,,,,Planner,,,,,,,,,
364,"",48,Jinhong Packaging-PPC,48x50 125lbs B-Flute (1219),1219,120,f,f,f,f,,2022-02-14,,,f,f,f,f,,,,Planner,,,,,,,,,
365,"",739,Jinhong Packaging-PPC,48x55.125 NT C-Flute (1219 (115-115-115)),1219 (115-115-115),620,f,f,f,f,,2022-07-07,,,f,f,f,f,,,,Planner,,,,,,,,,
366,"",328,Jinhong Packaging-PPC,48x57.25 125lbs C Flute (1219),1219,50,f,f,f,f,,2022-04-29,,,f,f,f,f,,,,Planner,,,,,,,,,
367,"",327,Jinhong Packaging-PPC,48x57.25lbs C Flute (1422),1422,50,f,f,f,f,,2022-04-29,,,f,f,f,f,,,,Planner,,,,,,,,,
368,7129,309,SUH PACK (PHILS) INC.,48x70 175lbs C-Flute (48x70 175lbs),48x70 175lbs,500,f,f,f,f,,2022-04-25,,,f,f,f,f,,,,Planner,,,,,,,,,
369,WS-22-207,500,WYNNSTAR PACKAGING CORP.,48x73.75 300lbs CB Flute (1219),1219,1995,f,f,f,f,,2022-05-21,,,f,f,f,f,,,,Planner,,,,,,,,,
370,2038,6,Philpack Comm'l Ent. Inc.,48x77.50 350lbs. BC-Flute (Corrugated Boards),Corrugated Boards,500,f,f,f,f,,2022-01-17,,,f,f,f,f,,,,Planner,,,,,,,,,
371,2038,6,Philpack Comm'l Ent. Inc.,48x79.25 350lbs. BC-Flute (Corrugated Boards),Corrugated Boards,1000,f,f,f,f,,2022-01-17,,,f,f,f,f,,,,Planner,,,,,,,,,
372,WS-22-211,512,WYNNSTAR PACKAGING CORP.,48x80.75 250lbs CB Flute (1219),1219,700,f,f,f,f,,2022-05-24,,,f,f,f,f,,,,Planner,,,,,,,,,
373,"",38,Jinhong Packaging-PPC,48x88.25 NT C-Flute (1219),1219,220,f,f,f,f,,2022-02-10,,,f,f,f,f,,,,Planner,,,,,,,,,
374,22-00545,746,Exelpack Corporation,495x1753 350lbs BC Flute (495),495,500,f,f,f,f,,2022-07-07,,,f,f,f,f,,,,Planner,,,,,,,,,
375,7205,579,SUH PACK (PHILS) INC.,49x29 175lbs C Flute (1245),1245,2240,f,f,f,f,,2022-06-01,,,f,f,f,f,,,,Planner,,,,,,,,,
376,7229,755,SUH PACK (PHILS) INC.,49x48.50 175lbs C-Flute (1245),1245,500,f,f,f,f,,2022-07-08,,,f,f,f,f,,,,Planner,,,,,,,,,
377,0007888KM,516,Thousand Oaks Packaging Corporation-PPC,506x739 NT B Flute (506(125-125-125)),506(125-125-125),600,f,f,f,f,,2022-05-24,,,f,f,f,f,,,,Planner,,,,,,,,,
378,7907EN,557,Thousand Oaks Packaging Corporation-PPC,506x739 NT B Flute (506(125-125-125)),506(125-125-125),10000,f,f,f,f,,2022-05-28,,,f,f,f,f,,,,Planner,,,,,,,,,
379,0007792EN,304,Thousand Oaks Packaging Corporation-PPC,506x739 NT B-Flute (506x739 (125x125x125)),506x739 (125x125x125),2500,f,f,f,f,,2022-04-25,,,f,f,f,f,,,,Planner,,,,,,,,,
380,7631,86,Thousand Oaks Packaging Corporation-PPC,507x681 175lbs C-Flute (507x681 175lbs CF),507x681 175lbs CF,500,f,f,f,f,,2022-03-08,,,f,f,f,f,,,,Planner,,,,,,,,,
381,DX7895,522,Thousand Oaks Packaging Corporation-PPC,508x819 175lbs B Flute (508(140-115-140)),508(140-115-140),6200,f,f,f,f,,2022-05-25,,,f,f,f,f,,,,Planner,,,,,,,,,
382,900,176,Philpack Comm'l Ent. Inc.,50x25 175lbs B-Flute (1270),1270,5000,f,f,f,f,,2022-04-05,,,f,f,f,f,,,,Planner,,,,,,,,,
383,7225,713,SUH PACK (PHILS) INC.,50x37 300lbs BC Flute (1270),1270,1500,f,f,f,f,,2022-07-01,,,f,f,f,f,,,,Planner,,,,,,,,,
384,"",56,Boxmates Packaging Corporation,50x46 175lbs C-Flute (1270),1270,600,f,f,f,f,,2022-02-18,,,f,f,f,f,,,,Planner,,,,,,,,,
385,BMPC-22-117,329,Boxmates Packaging Corporation,50x50 175lbs C Flute (1270 (140-125-140)),1270 (140-125-140),800,f,f,f,f,,2022-04-30,,,f,f,f,f,,,,Planner,,,,,,,,,
386,"",245,Jinhong Packaging-PPC,50x59.25 350lbs BC-Flute (1270),1270,400,f,f,f,f,,2022-04-19,,,f,f,f,f,,,,Planner,,,,,,,,,
387,WS-22-206,489,WYNNSTAR PACKAGING CORP.,50x62.25 250lbs CB Flute (1270),1270,500,f,f,f,f,,2022-05-19,,,f,f,f,f,,,,Planner,,,,,,,,,
388,"",566,Jinhong Packaging-PPC,50x63.125 300lbs BC-Flute (327x600x327),327x600x327,200,f,f,f,f,,2022-05-30,,,f,f,f,f,,,,Planner,,,,,,,,,
389,"",57,Boxmates Packaging Corporation,50x65 350lbs BC-Flute (1270),1270,500,f,f,f,f,,2022-02-18,,,f,f,f,f,,,,Planner,,,,,,,,,
390,7227,745,SUH PACK (PHILS) INC.,50x75 350lbs BC_Flute (1270),1270,750,f,f,f,f,,2022-07-07,,,f,f,f,f,,,,Planner,,,,,,,,,
391,WS-22-219,565,WYNNSTAR PACKAGING CORP.,50x81.50 250lbs CB Flute (1270),1270,1000,f,f,f,f,,2022-05-30,,,f,f,f,f,,,,Planner,,,,,,,,,
392,BMPC-22-079,117,Boxmates Packaging Corporation,51x46 175lbs C-Flute (1295),1295,800,f,f,f,f,,2022-03-21,,,f,f,f,f,,,,Planner,,,,,,,,,
393,BMPC-22-104,225,Boxmates Packaging Corporation,51x62 125lbs B-Flute (1295),1295,600,f,f,f,f,,2022-04-12,,,f,f,f,f,,,,Planner,,,,,,,,,
394,BMPC-22-096,182,Boxmates Packaging Corporation,51x65.50 NT C Flute (1295),1295,1000,f,f,f,f,,2022-04-07,,,f,f,f,f,,,,Planner,,,,,,,,,
395,BMPC-22-170,600,Boxmates Packaging Corporation,51x65.50 NT C Flute (1295),1295,1000,f,f,f,f,,2022-06-02,,,f,f,f,f,,,,Planner,,,,,,,,,
396,"",50,Boxmates Packaging Corporation,51x70 125lbs B-Flute (1295),1295,600,f,f,f,f,,2022-02-15,,,f,f,f,f,,,,Planner,,,,,,,,,
397,"",50,Boxmates Packaging Corporation,51x70 175lbs B-Flute (1295),1295,600,f,f,f,f,,2022-02-15,,,f,f,f,f,,,,Planner,,,,,,,,,
398,BMPC-22-117,329,Boxmates Packaging Corporation,51x70 175lbs C Flute (140-125-140),140-125-140,600,f,f,f,f,,2022-04-30,,,f,f,f,f,,,,Planner,,,,,,,,,
399,BMPC-22-152,518,Boxmates Packaging Corporation,51x70 175lbs C Flute (140-125-140),140-125-140,1000,f,f,f,f,,2022-05-24,,,f,f,f,f,,,,Planner,,,,,,,,,
400,BMPC-22-167,575,Boxmates Packaging Corporation,51x70 175lbs C Flute (140-125-140),140-125-140,1200,f,f,f,f,,2022-05-31,,,f,f,f,f,,,,Planner,,,,,,,,,
401,BMPC-22-152,518,Boxmates Packaging Corporation,51x70 NT C Flute (1295),1295,1000,f,f,f,f,,2022-05-24,,,f,f,f,f,,,,Planner,,,,,,,,,
402,BMPC-22-089,145,Boxmates Packaging Corporation,51x70.50 125lbs B-Flute (1295),1295,600,f,f,f,f,,2022-03-31,,,f,f,f,f,,,,Planner,,,,,,,,,
403,"",48,Jinhong Packaging-PPC,52x31 125lbs. B-Flute (1321),1321,300,f,f,f,f,,2022-02-14,,,f,f,f,f,,,,Planner,,,,,,,,,
404,"",56,Boxmates Packaging Corporation,52x60 175lbs C-Flute (1321),1321,600,f,f,f,f,,2022-02-18,,,f,f,f,f,,,,Planner,,,,,,,,,
405,WS-22-211,512,WYNNSTAR PACKAGING CORP.,52x62.25 250lbs CB Flute (1321),1321,500,f,f,f,f,,2022-05-24,,,f,f,f,f,,,,Planner,,,,,,,,,
406,BMPC-22-020,10,Philpack Comm'l Ent. Inc.,52x62.50 125lbs. B-Flute (1321),1321,500,f,f,f,f,,2022-01-24,,,f,f,f,f,,,,Planner,,,,,,,,,
407,"",56,Boxmates Packaging Corporation,52x65.25 NT C-Flute (1321),1321,1000,f,f,f,f,,2022-02-18,,,f,f,f,f,,,,Planner,,,,,,,,,
408,BMPC-22-176,627,Boxmates Packaging Corporation,52x70 175lbs C Flute (1321),1321,1000,f,f,f,f,,2022-06-09,,,f,f,f,f,,,,Planner,,,,,,,,,
409,BMPC-22-200,716,Boxmates Packaging Corporation,52x70 175lbs C Flute (1321),1321,1000,f,f,f,f,,2022-07-01,,,f,f,f,f,,,,Planner,,,,,,,,,
410,2038,6,Philpack Comm'l Ent. Inc.,52x80 350lbs. BC-Flute (Corrugated Boards),Corrugated Boards,500,f,f,f,f,,2022-01-17,,,f,f,f,f,,,,Planner,,,,,,,,,
411,WS-22-211,512,WYNNSTAR PACKAGING CORP.,52x84.75 250lbs CB Flute (1321),1321,800,f,f,f,f,,2022-05-24,,,f,f,f,f,,,,Planner,,,,,,,,,
412,WS-22-219,565,WYNNSTAR PACKAGING CORP.,52x88 250lbs CB Flute (1321),1321,1000,f,f,f,f,,2022-05-30,,,f,f,f,f,,,,Planner,,,,,,,,,
413,7510,16,Thousand Oaks Packaging Corporation-PPC,533x1836mm 125lbs. C-Flute (533),533,990,f,f,f,f,,2022-01-29,,,f,f,f,f,,,,Planner,,,,,,,,,
414,8039,759,Thousand Oaks Packaging Corporation-PPC,535x516 175lbs C-Flute (535 (140-125-140)),535 (140-125-140),500,f,f,f,f,,2022-07-08,,,f,f,f,f,,,,Planner,,,,,,,,,
415,WS-22-206,489,WYNNSTAR PACKAGING CORP.,53x44.25 250lbs CB Flute (1346),1346,3030,f,f,f,f,,2022-05-19,,,f,f,f,f,,,,Planner,,,,,,,,,
416,"",50,Boxmates Packaging Corporation,53x55.50 300lbs BC-Flute (1346),1346,500,f,f,f,f,,2022-02-15,,,f,f,f,f,,,,Planner,,,,,,,,,
417,"",36,Boxmates Packaging Corporation,53x63 300lbs. BC-Flute (1346),1346,1500,f,f,f,f,,2022-02-09,,,f,f,f,f,,,,Planner,,,,,,,,,
418,"",82,Boxmates Packaging Corporation,53x63 300lbs. BC-Flute (1346),1346,510,f,f,f,f,,2022-03-07,,,f,f,f,f,,,,Planner,,,,,,,,,
419,BMPC-22-152,518,Boxmates Packaging Corporation,53x63.25 300lbs BC Flute (1346),1346,1000,f,f,f,f,,2022-05-24,,,f,f,f,f,,,,Planner,,,,,,,,,
420,"",81,Boxmates Packaging Corporation,53x63.25 300lbs BC-Flute (1346),1346,1000,f,f,f,f,,2022-03-04,,,f,f,f,f,,,,Planner,,,,,,,,,
421,"",148,Boxmates Packaging Corporation,53x63.25 300lbs BC-Flute (1346),1346,1200,f,f,f,f,,2022-04-01,,,f,f,f,f,,,,Planner,,,,,,,,,
422,"",163,Boxmates Packaging Corporation,53x63.25 300lbs BC-Flute (1346),1346,618,f,f,f,f,,2022-04-04,,,f,f,f,f,,,,Planner,,,,,,,,,
423,BMPC-22-117,329,Boxmates Packaging Corporation,53x63.25 300lbsCB Flute (1346 (140-125-115-125-125)),1346 (140-125-115-125-125),1500,f,f,f,f,,2022-04-30,,,f,f,f,f,,,,Planner,,,,,,,,,
424,BMPC-22-069,94,Boxmates Packaging Corporation,53x63.50 175lbs C-Flute (1346),1346,600,f,f,f,f,,2022-03-11,,,f,f,f,f,,,,Planner,,,,,,,,,
425,"",81,Boxmates Packaging Corporation,53x64.50 350lbs BC-Flute (1346),1346,500,f,f,f,f,,2022-03-04,,,f,f,f,f,,,,Planner,,,,,,,,,
426,"",36,Boxmates Packaging Corporation,53x65 NT C-Flute 125-125-125 (1346),1346,1000,f,f,f,f,,2022-02-09,,,f,f,f,f,,,,Planner,,,,,,,,,
427,BMPC-22-053,58,Boxmates Packaging Corporation,53x65 NT C-Flute 125-125-125 (1346),1346,165,f,f,f,f,,2022-02-19,,,f,f,f,f,,,,Planner,,,,,,,,,
428,"",36,Boxmates Packaging Corporation,53x67 NT C-Flute 125-125-125 (1346),1346,500,f,f,f,f,,2022-02-09,,,f,f,f,f,,,,Planner,,,,,,,,,
